Date,Volume,tweet_vol,count,sent_neg,sent_neu,sent_pos,sent_compound,count_neg,count_neu,count_pos,Close
2018-04-25 00:00:00,16054.323855959981,17804,10854,0.051224481956381004,0.835565188133014,0.11317462842740254,0.09156090932462012,1921,4682,4251,9149.85
2018-04-25 12:00:00,16958.087888029993,22185,13949,0.06054722899968853,0.8251265173257362,0.1143279525604838,0.11571528223011796,2411,5975,5563,8864.99
2018-04-26 00:00:00,10993.19073003999,16655,10185,0.06274268218007424,0.8350120045107626,0.10223588401598174,0.08022388405417365,1625,4566,3994,8855.63
2018-04-26 12:00:00,9049.778972070006,19022,12117,0.0838954627512664,0.7694071747089254,0.14670011113469547,0.10423578400584124,2189,4988,4940,9274.48
2018-04-27 00:00:00,5477.477642770001,15368,9421,0.12150401916308505,0.79769910635617,0.08078250076660577,-0.04491651695563263,1662,4015,3744,9311.48
2018-04-27 12:00:00,5898.036732700006,17963,11549,0.08053466484395397,0.7490538723237756,0.17039695664147153,0.1824371404458569,2112,4389,5048,8921.43
2018-04-28 00:00:00,8382.922016299992,12252,7035,0.07046734686632675,0.8253033833327889,0.10425663879094492,0.09626649195500862,1115,2951,2969,9174.86
2018-04-28 12:00:00,7175.480285630012,15933,9657,0.04346700911314117,0.8339857695622189,0.1225301967203464,0.13886135953457462,1334,4238,4085,9345.11
2018-04-29 00:00:00,7838.841003190005,12419,6975,0.07654665201809291,0.8061939161622748,0.11683132183938855,0.05496215935810975,1020,3155,2800,9256.06
2018-04-29 12:00:00,3101.877027439998,15255,9076,0.05629655129457289,0.8049539342202569,0.13872083170195962,0.15183474108788386,1436,3833,3807,9393.99
2018-04-30 00:00:00,4202.132544160001,13644,7896,0.07096984541182201,0.7583844998991323,0.15737043822398206,0.1520969717956114,1182,3637,3077,9260.81
2018-04-30 12:00:00,3883.555750400001,17738,11282,0.07613762822551068,0.7974597992683304,0.12619871152738948,0.10849507302808722,1931,4724,4627,9242.17
2018-05-01 00:00:00,7574.819788669997,14533,8437,0.07016159059970753,0.8116756424020121,0.11815255528362208,0.08465570519412152,1497,3478,3462,8973.81
2018-05-01 12:00:00,4563.44417183,17941,11460,0.06591125328903824,0.8213307400563985,0.1127416907952816,0.07635443624580879,1988,4523,4949,9066.9
2018-05-02 00:00:00,5150.5188778699985,15165,9372,0.06307326513119367,0.8518314730547828,0.08512262641098181,0.04742218491367362,1586,4061,3725,9151.79
2018-05-02 12:00:00,5424.656100049998,20462,12826,0.037580740652763116,0.8515474802515067,0.11087100825024096,0.12595913133352113,1939,5732,5155,9222.0
2018-05-03 00:00:00,4182.101619490006,16811,10280,0.1188361739259584,0.7707776225653181,0.11033874410989518,-0.06738697233109048,1587,5046,3647,9213.14
2018-05-03 12:00:00,7488.69795913999,20070,12493,0.0926029680307778,0.8153507026390869,0.09195174134125074,0.021295536915615428,1916,5730,4847,9732.43
2018-05-04 00:00:00,4706.25472417,14749,8828,0.10805425630529993,0.7951043719641533,0.08039296262797148,-0.061439240731296474,1296,4022,3510,9721.72
2018-05-04 12:00:00,2523.2787379299994,20044,12160,0.1000224128407773,0.7747168865514774,0.1251806407891408,0.02604324670111602,1951,5041,5168,9696.57
2018-05-05 00:00:00,3577.457163579998,14630,8502,0.1037968748399522,0.7744247763021068,0.1038345205830172,0.019023454047255483,1544,3564,3394,9863.08
2018-05-05 12:00:00,3825.6478599399957,17751,11024,0.06494311881323729,0.8165733707912264,0.11768884331432355,0.0987651042371706,1983,4591,4450,9823.28
2018-05-06 00:00:00,5202.782793310003,13199,7452,0.1405119363528511,0.7283544840136321,0.13118994188475358,0.0002986354498436304,1429,3103,2920,9454.98
2018-05-06 12:00:00,2952.7940632900045,16330,9724,0.06720782775262105,0.8228373483495555,0.10972746029969824,0.07014645174035318,1789,4042,3893,9623.54
2018-05-07 00:00:00,7853.539402979995,14272,8512,0.09037896085609708,0.8078313252738949,0.1018058431042999,0.048907286146274716,1799,3534,3179,9331.09
2018-05-07 12:00:00,5762.809190320002,23009,14215,0.1487513660204625,0.7718838926561962,0.07934604915658516,-0.13424378051732025,3394,5609,5212,9359.52
2018-05-08 00:00:00,5487.099331600006,18584,11400,0.08616756309230712,0.8264968512627247,0.0873191959389146,0.05589480949428119,1977,4620,4803,9169.9
2018-05-08 12:00:00,5931.211204909999,21495,13136,0.07416298567501736,0.8428921570399069,0.08293732157421804,0.036194112710526194,2036,6094,5006,9167.69
2018-05-09 00:00:00,6380.241481070002,15087,12424,0.061817612209183685,0.8187523995673782,0.1194337825993404,0.08456920683248872,1964,5599,4861,9264.99
2018-05-09 12:00:00,4988.5928443199955,18894,15672,0.030448296633659024,0.8941102091127789,0.07544549943580024,0.08408962115611257,2230,7057,6385,9308.49
2018-05-10 00:00:00,3451.69364644,16210,9223,0.04269050452900097,0.8284958488093,0.12881697006581627,0.17883028182358324,1304,4197,3722,9328.94
2018-05-10 12:00:00,8249.544832140004,19324,11765,0.038663448005094005,0.8377419289860212,0.1235948746660172,0.14375866635590634,1670,5201,4894,9020.99
2018-05-11 00:00:00,11407.638644810006,16347,9827,0.08008108750185823,0.8240630286936443,0.09583939475299856,0.018472378299963496,1694,4420,3713,8606.0
2018-05-11 12:00:00,8976.287965109996,20814,12678,0.06019797854540442,0.8301717950467838,0.10962496295698802,0.08022758314524324,2254,5442,4982,8411.42
2018-05-12 00:00:00,9453.792164349994,15629,8382,0.047207256246144864,0.8564375596533306,0.0959566680206106,0.07015152828963933,1436,3806,3140,8541.3
2018-05-12 12:00:00,6011.137238670006,16264,9308,0.03662829579840557,0.8760281250217404,0.087331373686331,0.08965442618473539,1431,3970,3907,8481.6
2018-05-13 00:00:00,4197.443859269998,13131,7076,0.06197349964198536,0.7902415166513141,0.14779130434665105,0.061020704079224775,1254,2915,2907,8563.15
2018-05-13 12:00:00,5637.780649880003,16907,9948,0.07842326044999967,0.8185151599134897,0.10259411766884324,0.0455398175145882,1383,4148,4417,8696.58
2018-05-14 00:00:00,8370.814723060003,15701,8994,0.045520066020127765,0.8347569043115769,0.11971837646894876,0.10473074709930306,1370,3874,3750,8441.15
2018-05-14 12:00:00,10491.12237321,21221,12811,0.09176493767962966,0.7191302821138631,0.18908067792834965,0.16536970497790396,1972,5421,5418,8674.36
2018-05-15 00:00:00,5572.692189530002,16856,9668,0.048740067796118745,0.8592880201115279,0.0919438107647863,0.07333922436618473,1361,4643,3664,8760.0
2018-05-15 12:00:00,6819.13979737999,20713,12484,0.04854465468016873,0.8486675537163648,0.10278619358041036,0.11231585611432374,1882,5604,4998,8474.99
2018-05-16 00:00:00,7438.657888360006,16937,9618,0.03277951279545755,0.862760929544163,0.10446239908750046,0.12904056979612286,1368,4559,3691,8373.0
2018-05-16 12:00:00,5266.465331480003,19964,12016,0.0892091568036388,0.802747600439444,0.10804202226616468,0.03750885629655582,1936,4858,5222,8346.59
2018-05-17 00:00:00,3684.396105979995,16462,9469,0.04928547968899388,0.8281717430335885,0.12249565789141252,0.1217668482836998,1208,4355,3906,8298.9
2018-05-17 12:00:00,4574.728418440004,21693,13253,0.05297785604294429,0.8178461275254529,0.12916639909034638,0.1085914709827234,1995,5688,5570,8067.03
2018-05-18 00:00:00,4322.2561881400015,16350,9454,0.036858978727166175,0.8543971366482819,0.10874494636073738,0.11434522843268626,1462,3944,4048,8115.0
2018-05-18 12:00:00,2858.9476953400012,20231,11707,0.09339616787145068,0.7901876109862915,0.11641573638820385,0.06528115801806904,2058,4911,4738,8248.87
2018-05-19 00:00:00,2193.59472184,12624,7113,0.035990983417125526,0.8283374932264493,0.13511546913863556,0.14860684434622154,936,3215,2962,8365.0
2018-05-19 12:00:00,1590.4810445299993,15222,8488,0.061001465175497996,0.7990440957499558,0.13993459756427462,0.1470679433060761,1369,3551,3568,8231.2
2018-05-20 00:00:00,1765.0050014600006,12176,6627,0.052950395387927736,0.8312587654805612,0.11579154950776642,0.10326719789505068,1086,2851,2690,8336.91
2018-05-20 12:00:00,3549.9938983300067,15529,8733,0.05635391268107725,0.8153892639438526,0.12824372795036587,0.14036180944515594,1246,3858,3629,8518.48
2018-05-21 00:00:00,2709.7390568499995,13725,7544,0.06167406144194456,0.8502511599599215,0.08807616448472687,0.06363183763059911,1211,3407,2926,8467.13
2018-05-21 12:00:00,3417.2319966299983,18034,10841,0.07945476631986123,0.7921489767061822,0.12834981878388602,0.1073632197181413,1837,4668,4336,8391.76
2018-05-22 00:00:00,3507.1586007399987,15086,9176,0.09031619265189507,0.8427524113909435,0.06692774272053215,0.022899644559317613,1654,4176,3346,8200.0
2018-05-22 12:00:00,5593.902186190001,20028,12267,0.11236970790573952,0.7746865942438858,0.11280518432772607,0.05748222656603344,2115,4804,5348,7984.08
2018-05-23 00:00:00,6437.691702549995,16764,9664,0.0958622131901992,0.7835454540935259,0.12072022693371892,0.0848716428861537,1556,4086,4022,7849.31
2018-05-23 12:00:00,11198.209590820004,20925,12921,0.09122752942695038,0.7720850732759293,0.13690475068429536,0.13493062864275945,2267,5286,5368,7502.89
2018-05-24 00:00:00,6082.501678490003,16788,10069,0.14235683874864402,0.7169253353393678,0.14079835842320426,0.01693649046535057,2164,3881,4024,7375.56
2018-05-24 12:00:00,5565.863565089998,20563,12887,0.2071453675858792,0.7104623465692012,0.08247297620406174,-0.15322536477909476,3184,4825,4878,7586.88
2018-05-25 00:00:00,6271.57612032,14596,8563,0.140403863506759,0.7602068287559476,0.0993955783129568,-0.016573063063995436,1521,3554,3488,7456.83
2018-05-25 12:00:00,3817.267190889997,18232,11114,0.1181651551433906,0.7869819490704701,0.09482219002260504,-0.02178051690071918,2149,4554,4411,7471.18
2018-05-26 00:00:00,2222.189894399999,13152,6912,0.09730368967869173,0.7166265382019373,0.1860858856169252,0.16876214929685354,1289,2817,2806,7533.86
2018-05-26 12:00:00,1821.36775583,14976,8649,0.06948188178200032,0.7673876024064019,0.16270117446101842,0.17039925613107995,1551,3206,3892,7335.99
2018-05-27 00:00:00,2158.53414727,11829,6330,0.12100900859095925,0.7128463595209896,0.16614458719637634,0.10967524445619772,1140,2570,2620,7341.14
2018-05-27 12:00:00,985.9169617899997,16446,9376,0.059550119559521726,0.8061213853625281,0.1343254987671345,0.13905396776422962,1501,4042,3833,7347.39
2018-05-28 00:00:00,3563.361959400001,15443,8061,0.10111080291540532,0.8106338841657702,0.0879988117652479,0.025256526216407515,1660,3486,2915,7227.81
2018-05-28 12:00:00,3020.2705701900013,17845,10099,0.08158306877317797,0.8097936805107784,0.10866930625353953,0.06256541711559872,2179,4061,3859,7112.5
2018-05-29 00:00:00,6054.9210846299975,14670,8368,0.0695512128095377,0.7946219038089577,0.13582618264132792,0.10076833652579001,1499,3619,3250,7406.4
2018-05-29 12:00:00,4994.999908239994,17287,10638,0.06993107755582892,0.8362367012950098,0.09385781099180852,0.06598122921408969,2009,4343,4286,7469.45
2018-05-30 00:00:00,3743.086096590001,13551,7711,0.11156183245794073,0.7919590093263703,0.0964762878342288,0.01745607485474737,1462,3136,3113,7501.71
2018-05-30 12:00:00,5197.367908709994,17337,10241,0.06609471945793483,0.8450598880233569,0.08881783115635095,0.056936356925327065,1672,4268,4301,7375.73
2018-05-31 00:00:00,3334.763411080004,13515,10691,0.06622458025003973,0.8285841786957419,0.10521387382847984,0.050946740730811936,1588,4627,4476,7536.63
2018-05-31 12:00:00,3633.073699479997,17936,14414,0.0626887603391717,0.8133913980548445,0.12368664557672332,0.11754090906618316,2020,5962,6432,7492.28
2018-06-01 00:00:00,4013.162542390004,14363,8224,0.06191947134641933,0.8335911734992193,0.10449271704114853,0.08197378701682864,1228,3625,3371,7359.99
2018-06-01 12:00:00,2749.465030310001,18282,10961,0.06252666212456191,0.794784063614011,0.14252534190714908,0.13714790718061035,1578,4690,4693,7511.6
2018-06-02 00:00:00,2540.844567739999,12213,6890,0.08069364837004568,0.833194612471012,0.0861112907452258,0.0445418184465361,999,2992,2899,7639.97
2018-06-02 12:00:00,1471.3241874699993,14570,8235,0.06277099399354713,0.7873255269423554,0.14971386964848968,0.14665867620855594,1029,3452,3754,7642.0
2018-06-03 00:00:00,2569.216279189995,11943,6501,0.049368012692585325,0.7797704512506507,0.17085791583988552,0.20819805737018,880,2566,3055,7706.61
2018-06-03 12:00:00,2159.9938044600026,15195,8441,0.0502687632019273,0.8390014829431547,0.11074022326659304,0.11825546377478052,1195,3527,3719,7703.67
2018-06-04 00:00:00,3821.7149032199945,13458,7703,0.09692884725859592,0.7909170559159587,0.11214779964420174,0.0013813688972929678,1261,3078,3364,7509.03
2018-06-04 12:00:00,3168.83644948,17455,10358,0.0526933802008638,0.8284001407842827,0.11887918820136495,0.1235767174437417,1622,4310,4426,7488.26
2018-06-05 00:00:00,4393.752278529998,15249,8488,0.14598803533446378,0.8063760708280588,0.04763255787792752,-0.21666294458933305,1562,3674,3252,7418.67
2018-06-05 12:00:00,5574.702811079997,18726,11262,0.0892077000995804,0.8181935629473451,0.09260508185159114,0.0014257208462564144,1874,4832,4556,7617.98
